id,t,x,y,z
1,161.4590278,-1021.344906,250.719323,-51.1760871
1,161.4798611,-1021.355564,250.47266,-51.2147179999999
1,161.5217014,-1021.397806,249.937098,-51.2208488
1,161.5527778,-1021.431008,249.5411,-51.2049162
1,161.6996528,-1021.534234,247.879696,-51.3368273
1,161.7195313,-1021.553801,247.63006,-51.352784
1,161.8132813,-1021.647628,246.462808,-51.3207709
1,161.8237847,-1021.654471,246.335965,-51.3837626
1,161.8341146,-1021.660093,246.219398,-51.3698706
1,161.8756944,-1021.685997,245.727784,-51.4167672
1,161.8861979,-1021.697994,245.583916,-51.4156
1,161.8966146,-1021.714724,245.430912,-51.3941683
1,161.9070313,-1021.718823,245.316563,-51.4391791
1,161.9278646,-1021.7312,245.088975,-51.4191814
1,161.9487847,-1021.748737,244.820874,-51.4170494
1,161.9695313,-1021.769553,244.558673,-51.4329449000001
1,161.9904514,-1021.790991,244.294096,-51.4053125
1,162.0008681,-1021.786469,244.20403,-51.4630061
1,162.0112847,-1021.797847,244.057538,-51.4722099000001
1,162.0425347,-1021.826399,243.689994,-51.4718801
1,162.0527778,-1021.837531,243.548555,-51.4708034
1,162.07361,-1021.854353,243.306613,-51.4842581
1,162.0840278,-1021.859578,243.203265,-51.490988
1,162.0944444,-1021.867193,243.087109,-51.500361
1,162.1048611,-1021.878764,242.956447,-51.489103
1,162.1569444,-1021.888641,242.46157,-51.5326512
1,162.19861,-1021.924848,241.970483,-51.5518717
1,162.2090278,-1021.936794,241.829502,-51.5585004
1,162.2298611,-1021.955422,241.569572,-51.5512905000001
1,162.2402778,-1021.965891,241.430802,-51.5553866
1,162.2506944,-1021.979739,241.295565,-51.4853816999999
1,162.26111,-1021.982626,241.17846,-51.5174790999999
1,162.2715278,-1021.982308,241.073785,-51.5547251
1,162.3238426,-1022.02379,240.414159,-51.5697445
1,162.3340278,-1022.036996,240.260365,-51.6173141
1,162.3444444,-1022.044049,240.12339,-51.616111
1,162.3548611,-1022.04623,240.001087,-51.6327213
1,162.51111,-1022.171217,237.900639,-51.6638400000001
1,162.521875,-1022.182648,237.741284,-51.7036117
1,162.9072917,-1022.492487,232.471438,-51.9084118
1,162.9174479,-1022.507617,232.315913,-51.891969
1,162.9278935,-1022.513422,232.181547,-51.9035730000001
1,162.9799479,-1022.561023,231.449758,-51.9286075
1,162.9903646,-1022.570673,231.318926,-51.8968986
1,163.0007813,-1022.579665,231.164783,-51.9212391999999
1,163.0424479,-1022.618718,230.597744,-51.9655391
1,163.0528646,-1022.63164,230.449585,-51.9645488
1,163.0632813,-1022.635218,230.33824,-51.9839414
1,163.0736979,-1022.648449,230.185098,-51.9982835
1,163.0841146,-1022.66359,230.034828,-51.9717939
1,163.0945313,-1022.676253,229.894321,-51.9504467
1,163.1049479,-1022.67521,229.800427,-51.9723837
1,163.1361979,-1022.712452,229.379155,-51.9900401
1,163.1466146,-1022.717481,229.263113,-51.999331
1,163.1570313,-1022.730079,229.114935,-52.0314621
1,163.1778646,-1022.747612,228.86121,-52.0269829
1,163.1986979,-1022.772058,228.58028,-52.0251236
1,163.2091146,-1022.781927,228.449605,-52.0421304
1,163.2403646,-1022.810417,228.070851,-52.0547806
1,163.2611979,-1022.831971,227.794489,-52.0553238
1,163.2716146,-1022.848216,227.644558,-52.0392197
1,163.3132813,-1022.88919,227.104649,-52.05066
1,163.3341435,-1022.904963,226.842811,-52.0359116
1,163.3764757,-1022.941473,226.302037,-52.0905639
1,163.3966146,-1022.9619,226.015259,-52.1294116
1,163.4496528,-1023.009082,225.308006,-52.1624792
1,163.5007813,-1023.063467,224.586756,-52.2058800999999
1,163.5111979,-1023.070051,224.452979,-52.2405477999999
1,163.5216146,-1023.082618,224.30246,-52.2293433
1,163.5424479,-1023.099556,224.033234,-52.2298699
1,163.5529514,-1023.110079,223.884717,-52.2390067
1,163.5632813,-1023.11852,223.751468,-52.2431475
1,163.5864583,-1023.146293,223.419732,-52.2358184
1,163.6883681,-1023.272995,221.992575,-52.3264287
1,163.7721354,-1023.374114,220.84321,-52.367761
1,163.8446759,-1023.430824,219.897655,-52.406538
1,163.8550347,-1023.436056,219.771525,-52.4335953
1,163.8965278,-1023.475941,219.209275,-52.4296431
1,163.9070313,-1023.497406,219.008836,-52.4285008000001
1,163.9174479,-1023.501006,218.885098,-52.4453028
1,163.9486979,-1023.52882,218.475896,-52.4398083
1,163.9591146,-1023.541277,218.315127,-52.4566587
1,163.9799479,-1023.556184,218.051238,-52.4443391999999
1,163.9903646,-1023.568044,217.895402,-52.4510133
1,164.0216146,-1023.589978,217.505881,-52.4812004
1,164.0320313,-1023.603088,217.340159,-52.4928895
1,164.0424479,-1023.608687,217.209069,-52.5172522
1,164.0528646,-1023.620064,217.068848,-52.5061508
1,164.0634549,-1023.629742,216.933499,-52.4976828
1,164.0736979,-1023.640163,216.787953,-52.4965889
1,164.0841146,-1023.650955,216.639877,-52.5083516
1,164.0945313,-1023.652251,216.536462,-52.5507090999999
1,164.1049479,-1023.67097,216.356289,-52.5293595000001
1,164.1361979,-1023.695182,215.975164,-52.5290761
1,164.1466146,-1023.703036,215.855053,-52.5206838
1,164.1570313,-1023.719398,215.695126,-52.5197398
1,164.1778646,-1023.733768,215.43645,-52.5535989
1,164.2091146,-1023.75322,215.072612,-52.5788131
1,164.2195313,-1023.761706,214.942309,-52.5778845
1,164.2403646,-1023.788884,214.637036,-52.5786430000001
1,164.2507813,-1023.798236,214.499189,-52.6006465
1,164.2611979,-1023.810099,214.359168,-52.5920709
1,164.2716146,-1023.814092,214.248652,-52.596273
1,164.2819444,-1023.820235,214.122831,-52.6208153
1,164.3021701,-1023.837921,213.875314,-52.6165668
1,164.3134549,-1023.841783,213.751827,-52.6052917
1,164.3236979,-1023.852273,213.614157,-52.6120169
1,164.3341146,-1023.862823,213.466249,-52.6289275
1,164.3445313,-1023.871732,213.325556,-52.6381167
1,164.3653646,-1023.883816,213.079536,-52.6336163
1,164.3757813,-1023.89034,212.948803,-52.6479349
1,164.3861979,-1023.895423,212.822995,-52.6800502
1,164.4070313,-1023.917265,212.521904,-52.695951
1,164.4174479,-1023.92463,212.396679,-52.7000833
