
Project:     S1R1 a
Program:     GrafNav Lite Version 8.20.0522
Profile:     UTM
Source:      GPS Epochs(Combined)
ProcessInfo: Run (1) by Unknown on 10/19/2010 at 17:58:58
3918-  8:06:00.00  6/03/2010   503642.221  6783955.549  295.195   1.791   1.596 4
3919-  8:06:30.00  6/03/2010   503642.158  6783955.467  295.233   1.727   1.586 4
3920-  8:07:00.00  6/03/2010   503642.143  6783955.441  295.262   1.728   1.602 4
3921-  8:07:30.00  6/03/2010   503642.154  6783955.450  295.298   1.710   1.602 4
3922-  8:08:00.00  6/03/2010   503642.156  6783955.491  295.291   1.659   1.590 5
3923-  8:08:30.00  6/03/2010   503642.074  6783955.345  295.391   1.685   1.615 4
3924-  8:09:00.00  6/03/2010   503642.090  6783955.356  295.471   1.702   1.678 4
3925-  8:09:30.00  6/03/2010   503642.087  6783955.455  295.453   1.668   1.683 4
3926-  8:10:00.00  6/03/2010   503642.093  6783955.545  295.415   1.632   1.638 4
3927-  8:10:30.00  6/03/2010   503642.094  6783955.610  295.348   1.632   1.639 5
3928-  8:11:00.00  6/03/2010   503642.249  6783955.757  295.224   1.740   1.583 4
3929-  8:11:30.00  6/03/2010   503642.345  6783955.493  295.151   1.789   1.583 5
3930-  8:12:00.00  6/03/2010   503642.435  6783955.719  294.978   1.858   1.581 5
3931-  8:12:30.00  6/03/2010   503642.533  6783955.818  294.860   1.825   1.565 5
3932-  8:13:00.00  6/03/2010   503642.667  6783955.926  294.699   1.859   1.569 5
3933-  8:13:30.00  6/03/2010   503642.743  6783955.959  294.620   1.853   1.575 5
3934-  8:14:00.00  6/03/2010   503642.135  6783954.981  295.456   2.015   1.615 6
3935-  8:14:30.00  6/03/2010   503642.173  6783954.993  295.424   2.017   1.616 6
3936-  8:15:00.00  6/03/2010   503642.224  6783955.061  295.366   2.007   1.628 6
3937-  8:15:30.00  6/03/2010   503642.258  6783955.100  295.387   1.996   1.644 6
3938-  8:16:00.00  6/03/2010   503642.244  6783955.106  295.444   1.986   1.665 4
3939-  8:16:30.00  6/03/2010   503642.234  6783955.091  295.469   1.976   1.694 4
3942-  8:18:00.00  6/03/2010   503644.034  6783956.897  292.787   4.823   4.004 6
3943-  8:18:30.00  6/03/2010   503643.249  6783956.219  293.940   4.568   3.824 5
3944-  8:19:00.00  6/03/2010   503642.112  6783955.082  295.732   3.996   3.383 4
3945-  8:19:30.00  6/03/2010   503645.204  6783959.631  290.900   4.541   3.654 5
3948-  8:21:00.00  6/03/2010   503643.924  6783957.718  292.848   4.333   3.644 4
3950-  8:22:00.00  6/03/2010   503643.806  6783958.044  292.873   5.015   3.954 5
3951-  8:22:30.00  6/03/2010   503643.645  6783957.661  293.143   4.739   3.789 5
3952-  8:23:00.00  6/03/2010   503643.527  6783954.597  293.216   5.171   3.974 5
3955-  8:24:30.00  6/03/2010   503642.681  6783957.708  294.628   4.301   3.719 6
3956-  8:25:00.00  6/03/2010   503642.910  6783958.310  293.870   4.385   3.751 6
3957-  8:25:30.00  6/03/2010   503642.270  6783955.979  294.614   3.397   2.983 6
3958-  8:26:00.00  6/03/2010   503641.979  6783955.511  295.300   3.383   2.957 6
3959-  8:26:30.00  6/03/2010   503641.491  6783954.516  296.387   3.407   2.949 6
3960-  8:27:00.00  6/03/2010   503640.853  6783953.621  297.479   3.386   2.939 6
3961-  8:27:30.00  6/03/2010   503644.328  6783957.269  291.196   3.403   2.904 6
3962-  8:28:00.00  6/03/2010   503644.097  6783956.937  291.546   3.410   2.930 6
3964-  8:29:00.00  6/03/2010   503644.137  6783957.632  291.218   3.458   2.916 6
3966-  8:30:00.00  6/03/2010   503644.277  6783958.425  290.911   3.488   2.896 5
3967-  8:30:30.00  6/03/2010   503644.315  6783958.139  290.975   3.466   2.932 5
3968-  8:31:00.00  6/03/2010   503644.235  6783957.844  291.272   3.494   3.002 5
3970-  8:32:00.00  6/03/2010   503643.384  6783957.164  292.186   2.904   2.146 5
3971-  8:32:30.00  6/03/2010   503643.284  6783957.110  292.313   2.871   2.148 6
3972-  8:33:00.00  6/03/2010   503643.144  6783957.157  292.545   2.815   2.154 6
3973-  8:33:30.00  6/03/2010   503643.056  6783956.805  292.773   2.747   2.157 6
3974-  8:34:00.00  6/03/2010   503643.079  6783956.754  292.724   2.684   2.150 6
3975-  8:34:30.00  6/03/2010   503643.132  6783956.775  292.643   2.635   2.128 6
3979-  8:36:30.00  6/03/2010   503643.307  6783957.233  292.309   2.747   2.062 6
3980-  8:37:00.00  6/03/2010   503643.151  6783956.884  292.541   2.706   2.071 6
3981-  8:37:30.00  6/03/2010   503642.920  6783956.309  292.896   2.637   2.127 6
3982-  8:38:00.00  6/03/2010   503642.738  6783955.729  293.877   2.455   2.309 6
3983-  8:38:30.00  6/03/2010   503642.518  6783955.137  294.332   1.876   1.433 6
3984-  8:39:00.00  6/03/2010   503642.184  6783954.838  294.619   1.772   1.694 6
3985-  8:39:30.00  6/03/2010   503642.298  6783954.676  294.427   1.802   1.744 6
3986-  8:40:00.00  6/03/2010   503642.559  6783954.958  293.898   1.812   1.765 6
3988-  8:41:00.00  6/03/2010   503642.872  6783955.669  293.175   1.763   1.709 6
3989-  8:41:30.00  6/03/2010   503642.904  6783955.694  293.086   1.859   1.847 6
3990-  8:42:00.00  6/03/2010   503642.879  6783955.655  293.143   1.929   1.948 6
3991-  8:42:30.00  6/03/2010   503642.831  6783955.668  293.257   1.962   1.997 6
3993-  8:43:30.00  6/03/2010   503642.550  6783956.763  293.281   1.225   1.244 4
3994-  8:44:00.00  6/03/2010   503642.517  6783956.722  293.311   1.233   1.239 5
3995-  8:44:30.00  6/03/2010   503642.542  6783956.649  293.322   1.238   1.212 4
3996-  8:45:00.00  6/03/2010   503642.459  6783956.580  293.413   1.239   1.169 4
3997-  8:45:30.00  6/03/2010   503642.436  6783956.518  293.454   1.237   1.120 5
3998-  8:46:00.00  6/03/2010   503642.366  6783956.449  293.550   1.233   1.076 4
3999-  8:46:30.00  6/03/2010   503642.376  6783956.399  293.582   1.229   1.039 4
4000-  8:47:00.00  6/03/2010   503642.367  6783956.385  293.607   1.224   1.010 5
4001-  8:47:30.00  6/03/2010   503642.376  6783956.391  293.600   1.218   1.005 5
4002-  8:48:00.00  6/03/2010   503642.384  6783956.387  293.606   1.217   1.004 5
4003-  8:48:30.00  6/03/2010   503642.406  6783956.367  293.627   1.215   1.000 5
4004-  8:49:00.00  6/03/2010   503642.392  6783956.390  293.638   1.212   0.992 4
4005-  8:49:30.00  6/03/2010   503642.404  6783956.380  293.631   1.209   0.989 3
4006-  8:50:00.00  6/03/2010   503642.400  6783956.390  293.636   1.206   0.985 3
4007-  8:50:30.00  6/03/2010   503642.399  6783956.389  293.641   1.202   0.981 4
4008-  8:51:00.00  6/03/2010   503642.393  6783956.385  293.644   1.198   0.976 5
4009-  8:51:30.00  6/03/2010   503642.394  6783956.388  293.654   1.196   0.973 5
4010-  8:52:00.00  6/03/2010   503642.388  6783956.371  293.674   1.188   0.968 6
4011-  8:52:30.00  6/03/2010   503642.390  6783956.351  293.712   1.196   0.977 6
4012-  8:53:00.00  6/03/2010   503642.394  6783956.332  293.716   1.202   0.981 5
4013-  8:53:30.00  6/03/2010   503642.380  6783956.311  293.767   1.205   0.981 4
4014-  8:54:00.00  6/03/2010   503642.394  6783956.277  293.780   1.205   0.976 3
4015-  8:54:30.00  6/03/2010   503642.381  6783956.250  293.818   1.203   0.966 4
4016-  8:55:00.00  6/03/2010   503642.391  6783956.265  293.801   1.200   0.955 3
4017-  8:55:30.00  6/03/2010   503642.456  6783956.223  293.778   1.195   0.943 5
4018-  8:56:00.00  6/03/2010   503642.440  6783956.227  293.755   1.190   0.931 5
4019-  8:56:30.00  6/03/2010   503642.428  6783956.243  293.719   1.190   0.928 4
4020-  8:57:00.00  6/03/2010   503642.417  6783956.271  293.696   1.182   0.923 5
4021-  8:57:30.00  6/03/2010   503642.455  6783956.216  293.739   1.189   0.931 4
4022-  8:58:00.00  6/03/2010   503642.455  6783956.184  293.784   1.195   0.938 5
4023-  8:58:30.00  6/03/2010   503642.483  6783956.177  293.770   1.199   0.942 4
4024-  8:59:00.00  6/03/2010   503642.491  6783956.180  293.747   1.200   0.943 5
4025-  8:59:30.00  6/03/2010   503642.513  6783956.181  293.691   1.200   0.942 5
4026-  9:00:00.00  6/03/2010   503642.476  6783956.225  293.665   1.198   0.938 5
4027-  9:00:30.00  6/03/2010   503642.419  6783956.289  293.651   1.194   0.933 6
4028-  9:01:00.00  6/03/2010   503642.332  6783956.362  293.679   1.189   0.926 6
4029-  9:01:30.00  6/03/2010   503642.274  6783956.377  293.733   1.184   0.919 6
4030-  9:02:00.00  6/03/2010   503642.233  6783956.378  293.788   1.178   0.911 5
4031-  9:02:30.00  6/03/2010   503642.238  6783956.370  293.771   1.176   0.908 6
4032-  9:03:00.00  6/03/2010   503642.242  6783956.357  293.791   1.176   0.911 5
4033-  9:03:30.00  6/03/2010   503642.268  6783956.310  293.815   1.176   0.914 4
4034-  9:04:00.00  6/03/2010   503642.298  6783956.216  293.885   1.175   0.918 3
4035-  9:04:30.00  6/03/2010   503642.326  6783956.173  293.879   1.173   0.922 4
4036-  9:05:00.00  6/03/2010   503642.329  6783956.170  293.826   1.170   0.925 4
4037-  9:05:30.00  6/03/2010   503642.317  6783956.194  293.790   1.165   0.928 4
4038-  9:06:00.00  6/03/2010   503642.290  6783956.237  293.729   1.159   0.931 3
4039-  9:06:30.00  6/03/2010   503642.235  6783956.318  293.687   1.152   0.932 4
4040-  9:07:00.00  6/03/2010   503642.198  6783956.378  293.678   1.143   0.931 5
4041-  9:07:30.00  6/03/2010   503642.184  6783956.399  293.675   1.134   0.928 5
4042-  9:08:00.00  6/03/2010   503642.188  6783956.381  293.682   1.125   0.923 5
4043-  9:08:30.00  6/03/2010   503642.206  6783956.331  293.698   1.116   0.916 5
4044-  9:09:00.00  6/03/2010   503642.203  6783956.314  293.729   1.107   0.909 5
4045-  9:09:30.00  6/03/2010   503642.192  6783956.328  293.700   1.113   0.905 5
4046-  9:10:00.00  6/03/2010   503642.209  6783956.293  293.692   1.111   0.900 5
4047-  9:10:30.00  6/03/2010   503642.180  6783956.330  293.667   1.110   0.894 3
4048-  9:11:00.00  6/03/2010   503642.159  6783956.348  293.686   1.107   0.889 6
4049-  9:11:30.00  6/03/2010   503642.184  6783956.311  293.703   1.101   0.889 4
4050-  9:12:00.00  6/03/2010   503642.169  6783956.327  293.725   1.094   0.891 4
4051-  9:12:30.00  6/03/2010   503642.187  6783956.251  293.805   1.086   0.892 4
4052-  9:13:00.00  6/03/2010   503642.197  6783956.251  293.785   1.077   0.890 4
4053-  9:13:30.00  6/03/2010   503642.190  6783956.258  293.767   1.066   0.885 4
4054-  9:14:00.00  6/03/2010   503642.150  6783956.321  293.733   1.055   0.877 3
4055-  9:14:30.00  6/03/2010   503642.166  6783956.254  293.777   1.066   0.875 3
4056-  9:15:00.00  6/03/2010   503642.173  6783956.249  293.781   1.067   0.871 4
4057-  9:15:30.00  6/03/2010   503642.152  6783956.266  293.815   1.068   0.867 4
4058-  9:16:00.00  6/03/2010   503642.179  6783956.262  293.776   1.064   0.860 3
4059-  9:16:30.00  6/03/2010   503642.160  6783956.270  293.786   1.068   0.859 4
4060-  9:17:00.00  6/03/2010   503642.169  6783956.304  293.744   1.061   0.860 4
4061-  9:17:30.00  6/03/2010   503642.173  6783956.330  293.736   1.053   0.858 4
4062-  9:18:00.00  6/03/2010   503642.184  6783956.322  293.721   1.044   0.851 4
4063-  9:18:30.00  6/03/2010   503642.172  6783956.309  293.760   1.053   0.854 3
4064-  9:19:00.00  6/03/2010   503642.169  6783956.306  293.751   1.054   0.846 4
4065-  9:19:30.00  6/03/2010   503642.161  6783956.311  293.759   1.045   0.851 4
4066-  9:20:00.00  6/03/2010   503642.167  6783956.307  293.763   1.029   0.865 4
4067-  9:20:30.00  6/03/2010   503642.173  6783956.280  293.766   1.007   0.880 4
4068-  9:21:00.00  6/03/2010   503642.173  6783956.300  293.736   1.013   0.888 4
4069-  9:21:30.00  6/03/2010   503642.170  6783956.261  293.768   1.017   0.884 3
4070-  9:22:00.00  6/03/2010   503642.176  6783956.275  293.755   1.023   0.879 2
4071-  9:22:30.00  6/03/2010   503642.174  6783956.277  293.731   1.029   0.873 2
4072-  9:23:00.00  6/03/2010   503642.204  6783956.308  293.673   1.033   0.863 5
4073-  9:23:30.00  6/03/2010   503642.344  6783956.511  293.783   3.727   3.985 5
4074-  9:24:00.00  6/03/2010   503642.455  6783956.194  293.761   3.636   3.843 4
4075-  9:24:30.00  6/03/2010   503642.556  6783956.144  293.518   3.536   3.637 5
4076-  9:25:00.00  6/03/2010   503642.504  6783956.062  293.526   3.459   3.530 5
4078-  9:26:00.00  6/03/2010   503642.350  6783956.379  293.952   5.242   5.183 5
4079-  9:26:30.00  6/03/2010   503642.225  6783956.559  293.794   4.887   4.723 5
4080-  9:27:00.00  6/03/2010   503642.006  6783956.591  294.130   4.758   4.546 5
4081-  9:27:30.00  6/03/2010   503641.775  6783957.435  293.703   6.340   6.306 5
4082-  9:28:00.00  6/03/2010   503641.943  6783957.111  293.851   6.276   6.187 5
4083-  9:28:30.00  6/03/2010   503642.135  6783956.790  293.901   6.248   6.080 5
4085-  9:29:30.00  6/03/2010   503643.239  6783955.257  293.535   6.896   6.457 6
4086-  9:30:00.00  6/03/2010   503643.086  6783955.197  293.908   6.667   6.236 6
4087-  9:30:30.00  6/03/2010   503642.901  6783955.203  294.338   6.499   6.054 5
4088-  9:31:00.00  6/03/2010   503642.741  6783955.303  294.484   6.369   5.897 5
4089-  9:31:30.00  6/03/2010   503642.586  6783955.416  294.665   6.267   5.760 5
4091-  9:32:30.00  6/03/2010   503642.261  6783955.785  295.541   7.916   6.870 5
4094-  9:34:00.00  6/03/2010   503641.848  6783957.892  294.355  10.087   9.454 5
4095-  9:34:30.00  6/03/2010   503642.279  6783956.452  295.128  10.219   9.391 5
4177- 10:15:30.00  6/03/2010   503643.116  6783956.936  291.965   0.459   0.609 3
4178- 10:16:00.00  6/03/2010   503643.083  6783956.897  291.988   0.460   0.612 2
4179- 10:16:30.00  6/03/2010   503643.062  6783956.861  292.007   0.463   0.602 5
4180- 10:17:00.00  6/03/2010   503643.016  6783956.831  292.058   0.485   0.660 5
4181- 10:17:30.00  6/03/2010   503642.830  6783956.695  292.331   0.542   0.706 5
4182- 10:18:00.00  6/03/2010   503642.738  6783956.652  292.446   0.603   0.751 5
4183- 10:18:30.00  6/03/2010   503642.639  6783956.609  292.558   0.668   0.800 5
4184- 10:19:00.00  6/03/2010   503642.598  6783956.693  292.483   0.725   0.860 4
4185- 10:19:30.00  6/03/2010   503642.422  6783955.446  291.150   0.781   0.928 4
4186- 10:20:00.00  6/03/2010   503642.330  6783955.464  291.092   0.855   0.992 6
4187- 10:20:30.00  6/03/2010   503642.508  6783955.077  290.017   0.919   1.052 5
4188- 10:21:00.00  6/03/2010   503642.232  6783955.170  290.623   0.971   1.090 5
4189- 10:21:30.00  6/03/2010   503641.775  6783954.909  290.730   1.011   1.106 5
4190- 10:22:00.00  6/03/2010   503641.337  6783954.740  290.386   1.057   1.132 5
4191- 10:22:30.00  6/03/2010   503641.364  6783954.688  289.675   1.092   1.155 5
4192- 10:23:00.00  6/03/2010   503641.316  6783954.584  289.370   1.103   1.157 5
4193- 10:23:30.00  6/03/2010   503641.318  6783954.258  289.625   1.106   1.154 4
4194- 10:24:00.00  6/03/2010   503641.308  6783954.206  289.384   1.135   1.184 4
4195- 10:24:30.00  6/03/2010   503641.384  6783954.204  289.399   1.143   1.191 6
4196- 10:25:00.00  6/03/2010   503641.325  6783954.078  289.430   1.166   1.216 6
4197- 10:25:30.00  6/03/2010   503641.262  6783954.003  289.503   1.178   1.231 5
4198- 10:26:00.00  6/03/2010   503641.170  6783953.937  289.662   1.182   1.237 5
4199- 10:26:30.00  6/03/2010   503641.161  6783953.891  289.645   1.183   1.239 5
4200- 10:27:00.00  6/03/2010   503641.111  6783954.019  289.613   1.178   1.236 5
4201- 10:27:30.00  6/03/2010   503641.049  6783954.060  289.680   1.185   1.242 5
4202- 10:28:00.00  6/03/2010   503641.085  6783954.051  289.723   1.193   1.245 5
4203- 10:28:30.00  6/03/2010   503641.084  6783953.895  289.899   1.202   1.249 6
4204- 10:29:00.00  6/03/2010   503641.116  6783953.745  290.247   1.212   1.249 6
4205- 10:29:30.00  6/03/2010   503641.207  6783953.568  289.674   1.285   1.321 6
4206- 10:30:00.00  6/03/2010   503641.225  6783953.343  289.170   1.341   1.376 6
4207- 10:30:30.00  6/03/2010   503641.194  6783953.217  289.091   1.375   1.411 6
4208- 10:31:00.00  6/03/2010   503641.147  6783952.919  288.859   1.387   1.426 6
4209- 10:31:30.00  6/03/2010   503641.074  6783952.660  289.150   1.378   1.424 6
4210- 10:32:00.00  6/03/2010   503640.931  6783952.461  289.429   1.419   1.446 6
4211- 10:32:30.00  6/03/2010   503642.369  6783956.269  292.425   1.474   2.367 4
4212- 10:33:00.00  6/03/2010   503642.268  6783956.051  292.548   1.513   2.425 5
4213- 10:33:30.00  6/03/2010   503642.308  6783956.002  291.898   1.587   2.554 4
4214- 10:34:00.00  6/03/2010   503642.272  6783955.772  291.461   1.604   2.595 4
4215- 10:34:30.00  6/03/2010   503642.197  6783955.562  291.021   1.565   2.554 5
4216- 10:35:00.00  6/03/2010   503642.066  6783955.177  291.703   1.611   2.614 5
4217- 10:35:30.00  6/03/2010   503641.953  6783955.136  291.793   1.630   2.652 5
4218- 10:36:00.00  6/03/2010   503641.649  6783954.870  292.023   1.654   2.686 5
4219- 10:36:30.00  6/03/2010   503641.568  6783954.632  292.389   1.676   2.710 5
4220- 10:37:00.00  6/03/2010   503641.597  6783954.310  291.869   1.698   2.753 5
4221- 10:37:30.00  6/03/2010   503641.498  6783954.232  291.787   1.729   2.789 5
4222- 10:38:00.00  6/03/2010   503641.453  6783954.063  291.869   1.760   2.828 5
4223- 10:38:30.00  6/03/2010   503641.218  6783953.631  292.492   1.812   2.897 5
4224- 10:39:00.00  6/03/2010   503641.087  6783953.498  292.879   1.846   2.958 5
4225- 10:39:30.00  6/03/2010   503640.933  6783953.236  293.026   1.890   3.009 6
4226- 10:40:00.00  6/03/2010   503640.817  6783952.912  293.408   1.935   3.068 6
4227- 10:40:30.00  6/03/2010   503640.785  6783952.589  293.664   1.979   3.122 5
4228- 10:41:00.00  6/03/2010   503641.247  6783954.189  294.245   2.740   4.906 5
4229- 10:41:30.00  6/03/2010   503641.007  6783953.575  294.495   2.780   4.983 6
4230- 10:42:00.00  6/03/2010   503640.724  6783952.820  295.138   2.862   5.100 6
4231- 10:42:30.00  6/03/2010   503640.711  6783953.187  295.531   3.514   6.480 6
4232- 10:43:00.00  6/03/2010   503639.972  6783951.939  297.179   3.939   7.269 6
4234- 10:44:00.00  6/03/2010   503641.569  6783955.076  293.905   2.909   5.565 5
4235- 10:44:30.00  6/03/2010   503642.570  6783955.883  290.558   2.949   5.578 5
4236- 10:45:00.00  6/03/2010   503642.079  6783955.143  291.582   2.996   5.659 6
4237- 10:45:30.00  6/03/2010   503642.396  6783955.724  290.783   3.293   6.371 5
4239- 10:46:30.00  6/03/2010   503641.986  6783956.317  293.145   0.236   0.425 3
4240- 10:47:00.00  6/03/2010   503641.958  6783956.278  293.189   0.268   0.464 3
4241- 10:47:30.00  6/03/2010   503641.984  6783956.411  293.000   0.218   0.398 3
4242- 10:48:00.00  6/03/2010   503641.976  6783956.363  293.062   0.230   0.402 4
4243- 10:48:30.00  6/03/2010   503641.964  6783956.344  293.078   0.248   0.407 4
4244- 10:49:00.00  6/03/2010   503641.957  6783956.355  293.059   0.271   0.418 3
4245- 10:49:30.00  6/03/2010   503641.942  6783956.312  293.085   0.318   0.459 4
4246- 10:50:00.00  6/03/2010   503641.943  6783956.351  293.082   0.159   0.240 4
4247- 10:50:30.00  6/03/2010   503641.915  6783956.329  293.170   0.177   0.274 3
