
Project:     S1R1 a
Program:     GrafNav Lite Version 8.20.0522
Profile:     UTM
Source:      GPS Epochs(Combined)
ProcessInfo: Run (1) by Unknown on 10/19/2010 at 17:58:58
763-K  0:40:00.00  5/27/2010   503696.668  6784001.215  297.558   0.075   0.068 2
764-K  0:40:30.00  5/27/2010   503696.670  6784001.211  297.553   0.074   0.068 2
765-K  0:41:00.00  5/27/2010   503696.663  6784001.212  297.557   0.074   0.067 2
766-K  0:41:30.00  5/27/2010   503696.661  6784001.201  297.558   0.073   0.067 2
767-K  0:42:00.00  5/27/2010   503696.664  6784001.195  297.554   0.072   0.067 2
768-K  0:42:30.00  5/27/2010   503696.661  6784001.199  297.564   0.071   0.067 2
769-K  0:43:00.00  5/27/2010   503696.667  6784001.185  297.558   0.071   0.066 2
770-K  0:43:30.00  5/27/2010   503696.666  6784001.181  297.560   0.070   0.066 2
771-K  0:44:00.00  5/27/2010   503696.662  6784001.179  297.568   0.070   0.066 2
772-K  0:44:30.00  5/27/2010   503696.651  6784001.184  297.567   0.069   0.066 2
773-K  0:45:00.00  5/27/2010   503696.662  6784001.166  297.557   0.067   0.063 2
774-K  0:45:30.00  5/27/2010   503696.651  6784001.176  297.564   0.066   0.061 2
775-K  0:46:00.00  5/27/2010   503696.650  6784001.165  297.567   0.066   0.061 2
776-K  0:46:30.00  5/27/2010   503696.652  6784001.156  297.563   0.065   0.060 2
777-K  0:47:00.00  5/27/2010   503696.650  6784001.156  297.564   0.065   0.059 2
778-K  0:47:30.00  5/27/2010   503696.646  6784001.152  297.566   0.064   0.059 2
779-K  0:48:00.00  5/27/2010   503696.650  6784001.149  297.559   0.064   0.059 2
780-K  0:48:30.00  5/27/2010   503696.642  6784001.153  297.558   0.064   0.058 2
781-K  0:49:00.00  5/27/2010   503696.640  6784001.145  297.568   0.063   0.058 2
782-K  0:49:30.00  5/27/2010   503696.635  6784001.144  297.576   0.063   0.058 2
783-K  0:50:00.00  5/27/2010   503696.632  6784001.143  297.568   0.063   0.057 2
784-K  0:50:30.00  5/27/2010   503696.629  6784001.150  297.566   0.063   0.057 2
785-K  0:51:00.00  5/27/2010   503696.622  6784001.143  297.560   0.062   0.057 2
786-K  0:51:30.00  5/27/2010   503696.619  6784001.144  297.565   0.062   0.057 2
787-K  0:52:00.00  5/27/2010   503696.607  6784001.153  297.572   0.062   0.057 2
788-K  0:52:30.00  5/27/2010   503696.610  6784001.151  297.561   0.065   0.062 2
789-K  0:53:00.00  5/27/2010   503696.610  6784001.147  297.560   0.064   0.062 2
790-K  0:53:30.00  5/27/2010   503696.600  6784001.149  297.564   0.064   0.061 2
791-K  0:54:00.00  5/27/2010   503696.602  6784001.137  297.552   0.064   0.061 2
792-K  0:54:30.00  5/27/2010   503696.585  6784001.148  297.567   0.064   0.061 2
793-K  0:55:00.00  5/27/2010   503696.584  6784001.146  297.562   0.064   0.061 2
794-K  0:55:30.00  5/27/2010   503696.581  6784001.150  297.557   0.063   0.061 2
795-K  0:56:30.00  5/27/2010   503696.577  6784001.143  297.556   0.063   0.061 2
796-K  0:57:00.00  5/27/2010   503696.564  6784001.150  297.557   0.063   0.061 2
797-K  0:57:30.00  5/27/2010   503696.577  6784001.130  297.551   0.062   0.061 2
798-K  0:58:00.00  5/27/2010   503696.576  6784001.130  297.552   0.062   0.061 2
799-K  0:58:30.00  5/27/2010   503696.575  6784001.129  297.542   0.062   0.060 2
800-K  0:59:00.00  5/27/2010   503696.603  6784001.103  297.511   0.125   0.114 3
801-K  0:59:30.00  5/27/2010   503696.589  6784001.112  297.527   0.130   0.118 2
802-K  1:00:00.00  5/27/2010   503696.573  6784001.118  297.541   0.134   0.122 2
803-K  1:00:30.00  5/27/2010   503696.567  6784001.123  297.545   0.110   0.099 2
804-K  1:01:30.00  5/27/2010   503696.578  6784001.091  297.532   0.152   0.137 2
805-K  1:02:00.00  5/27/2010   503696.587  6784001.081  297.526   0.158   0.142 5
806-K  1:02:30.00  5/27/2010   503696.581  6784001.077  297.529   0.166   0.149 5
807-K  1:03:00.00  5/27/2010   503696.527  6784001.131  297.579   0.133   0.119 2
808-K  1:03:30.00  5/27/2010   503696.571  6784001.088  297.524   0.119   0.107 2
809-K  1:04:00.00  5/27/2010   503696.593  6784001.056  297.490   0.112   0.102 2
810-K  1:04:30.00  5/27/2010   503696.583  6784001.057  297.497   0.202   0.190 2
813-K  1:06:00.00  5/27/2010   503697.884  6783999.981  295.987   4.798   4.910 5
818-K  1:08:30.00  5/27/2010   503698.104  6784000.101  295.601   6.934   6.391 5
819-K  1:09:00.00  5/27/2010   503697.767  6784000.339  295.950   6.708   6.053 5
858-K  1:29:30.00  5/27/2010   503696.596  6784001.292  297.074   6.761   8.888 5
859-K  1:30:00.00  5/27/2010   503696.640  6784001.257  296.958   6.712   8.858 5
860-K  1:30:30.00  5/27/2010   503696.660  6784001.183  297.009   6.712   8.818 5
861-K  1:31:30.00  5/27/2010   503696.657  6784001.178  297.012   6.772   8.732 5
862-K  1:32:00.00  5/27/2010   503696.695  6784001.167  297.093   6.801   8.695 5
863-K  1:32:30.00  5/27/2010   503696.692  6784001.022  297.051   6.835   8.660 5
864-K  1:33:30.00  5/27/2010   503696.718  6784001.230  297.785   7.492   9.512 5
898-K  1:51:00.00  5/27/2010   503696.343  6784000.927  297.586   0.059   0.067 2
899-K  1:51:30.00  5/27/2010   503696.350  6784000.941  297.576   0.058   0.069 2
900-K  1:52:00.00  5/27/2010   503696.343  6784000.926  297.592   0.057   0.071 2
901-K  1:52:30.00  5/27/2010   503696.340  6784000.928  297.590   0.057   0.072 2
902-K  1:53:00.00  5/27/2010   503696.333  6784000.921  297.572   0.057   0.073 2
903-K  1:53:30.00  5/27/2010   503696.332  6784000.909  297.585   0.057   0.074 2
904-K  1:54:00.00  5/27/2010   503696.335  6784000.927  297.570   0.057   0.075 2
905-K  1:54:30.00  5/27/2010   503696.325  6784000.911  297.588   0.058   0.076 2
906-K  1:55:00.00  5/27/2010   503696.320  6784000.905  297.602   0.059   0.078 2
907-K  1:55:30.00  5/27/2010   503696.320  6784000.900  297.612   0.060   0.080 2
908-K  1:56:00.00  5/27/2010   503696.315  6784000.901  297.569   0.062   0.083 2
909-K  1:56:30.00  5/27/2010   503696.311  6784000.897  297.584   0.065   0.087 2
910-K  1:57:00.00  5/27/2010   503696.308  6784000.890  297.588   0.070   0.095 2
911-K  1:57:30.00  5/27/2010   503696.309  6784000.912  297.563   0.085   0.115 2
912-K  1:58:00.00  5/27/2010   503696.304  6784000.896  297.580   0.060   0.081 2
913-K  1:58:30.00  5/27/2010   503696.300  6784000.900  297.575   0.061   0.083 2
914-K  1:59:00.00  5/27/2010   503696.297  6784000.901  297.572   0.063   0.087 2
915-K  1:59:30.00  5/27/2010   503696.294  6784000.876  297.582   0.066   0.091 2
916-K  2:00:00.00  5/27/2010   503696.289  6784000.872  297.598   0.072   0.100 2
917-K  2:00:30.00  5/27/2010   503696.287  6784000.879  297.590   0.087   0.122 3
918-K  2:01:00.00  5/27/2010   503696.286  6784000.832  297.635   0.052   0.073 2
919-K  2:01:30.00  5/27/2010   503696.285  6784000.838  297.612   0.052   0.073 2
920-K  2:02:00.00  5/27/2010   503696.289  6784000.841  297.613   0.052   0.074 2
921-K  2:02:30.00  5/27/2010   503696.279  6784000.840  297.596   0.048   0.062 2
922-K  2:03:00.00  5/27/2010   503696.280  6784000.844  297.602   0.048   0.062 2
923-K  2:03:30.00  5/27/2010   503696.282  6784000.852  297.582   0.049   0.062 2
924-K  2:04:00.00  5/27/2010   503696.276  6784000.838  297.589   0.049   0.062 2
925-K  2:04:30.00  5/27/2010   503696.272  6784000.836  297.588   0.050   0.061 2
926-K  2:05:00.00  5/27/2010   503696.263  6784000.830  297.595   0.051   0.060 2
927-K  2:05:30.00  5/27/2010   503696.268  6784000.827  297.595   0.052   0.060 2
928-K  2:06:00.00  5/27/2010   503696.263  6784000.837  297.589   0.053   0.059 2
929-K  2:06:30.00  5/27/2010   503696.264  6784000.842  297.573   0.054   0.058 2
930-K  2:07:00.00  5/27/2010   503696.261  6784000.831  297.594   0.055   0.057 2
931-K  2:07:30.00  5/27/2010   503696.259  6784000.838  297.589   0.056   0.056 2
932-K  2:08:00.00  5/27/2010   503696.255  6784000.835  297.575   0.057   0.055 2
933-K  2:08:30.00  5/27/2010   503696.253  6784000.830  297.572   0.058   0.055 2
934-K  2:09:00.00  5/27/2010   503696.251  6784000.824  297.578   0.059   0.054 2
935-K  2:09:30.00  5/27/2010   503696.253  6784000.831  297.564   0.059   0.053 2
936-K  2:10:00.00  5/27/2010   503696.246  6784000.821  297.586   0.060   0.053 2
937-K  2:10:30.00  5/27/2010   503696.243  6784000.832  297.568   0.061   0.052 2
938-K  2:11:00.00  5/27/2010   503696.243  6784000.835  297.563   0.061   0.052 2
939-K  2:11:30.00  5/27/2010   503696.242  6784000.837  297.537   0.061   0.052 2
940-K  2:12:00.00  5/27/2010   503696.244  6784000.829  297.541   0.062   0.051 2
941-K  2:12:30.00  5/27/2010   503696.240  6784000.832  297.547   0.062   0.051 2
942-K  2:13:00.00  5/27/2010   503696.233  6784000.807  297.558   0.062   0.051 2
943-K  2:13:30.00  5/27/2010   503696.240  6784000.834  297.528   0.063   0.051 2
944-K  2:14:00.00  5/27/2010   503696.235  6784000.830  297.548   0.063   0.051 2
945-K  2:14:30.00  5/27/2010   503696.235  6784000.830  297.548   0.063   0.051 2
946-K  2:15:00.00  5/27/2010   503696.231  6784000.835  297.541   0.063   0.051 2
947-K  2:15:30.00  5/27/2010   503696.233  6784000.827  297.540   0.064   0.051 2
948-K  2:16:00.00  5/27/2010   503696.229  6784000.835  297.541   0.064   0.051 2
949-K  2:16:30.00  5/27/2010   503696.226  6784000.825  297.544   0.064   0.051 2
950-K  2:17:00.00  5/27/2010   503696.226  6784000.830  297.525   0.064   0.051 2
951-K  2:17:30.00  5/27/2010   503696.224  6784000.827  297.534   0.064   0.051 2
952-K  2:18:00.00  5/27/2010   503696.224  6784000.838  297.533   0.065   0.051 2
953-K  2:18:30.00  5/27/2010   503696.223  6784000.830  297.526   0.065   0.051 2
954-K  2:19:00.00  5/27/2010   503696.218  6784000.827  297.530   0.065   0.051 2
955-K  2:19:30.00  5/27/2010   503696.218  6784000.835  297.515   0.065   0.051 2
956-K  2:20:00.00  5/27/2010   503696.211  6784000.818  297.536   0.065   0.052 2
957-K  2:20:30.00  5/27/2010   503696.216  6784000.827  297.517   0.065   0.052 2
958-K  2:21:00.00  5/27/2010   503696.211  6784000.832  297.511   0.066   0.052 2
959-K  2:21:30.00  5/27/2010   503696.207  6784000.826  297.506   0.066   0.052 2
960-K  2:22:00.00  5/27/2010   503696.206  6784000.822  297.519   0.066   0.052 2
961-K  2:22:30.00  5/27/2010   503696.205  6784000.829  297.505   0.066   0.052 2
962-K  2:23:00.00  5/27/2010   503696.205  6784000.824  297.509   0.066   0.053 2
963-K  2:23:30.00  5/27/2010   503696.199  6784000.831  297.513   0.067   0.053 2
964-K  2:24:00.00  5/27/2010   503696.194  6784000.824  297.510   0.067   0.053 2
965-K  2:24:30.00  5/27/2010   503696.194  6784000.821  297.508   0.067   0.053 2
966-K  2:25:00.00  5/27/2010   503696.188  6784000.804  297.536   0.067   0.054 2
967-K  2:25:30.00  5/27/2010   503696.187  6784000.808  297.522   0.067   0.054 2
968-K  2:26:00.00  5/27/2010   503696.185  6784000.806  297.524   0.064   0.049 2
969-K  2:26:30.00  5/27/2010   503696.184  6784000.804  297.539   0.068   0.054 2
970-K  2:27:00.00  5/27/2010   503696.181  6784000.797  297.542   0.068   0.055 3
971-K  2:27:30.00  5/27/2010   503696.176  6784000.785  297.570   0.059   0.043 2
972-K  2:28:00.00  5/27/2010   503696.176  6784000.791  297.536   0.060   0.043 2
973-K  2:28:30.00  5/27/2010   503696.171  6784000.789  297.540   0.060   0.043 2
974-K  2:29:00.00  5/27/2010   503696.166  6784000.790  297.560   0.060   0.044 2
975-K  2:29:30.00  5/27/2010   503696.161  6784000.782  297.550   0.060   0.044 2
976-K  2:30:00.00  5/27/2010   503696.162  6784000.788  297.545   0.060   0.044 2
977-K  2:30:30.00  5/27/2010   503696.157  6784000.777  297.567   0.061   0.044 2
978-K  2:31:00.00  5/27/2010   503696.159  6784000.774  297.562   0.061   0.044 2
979-K  2:31:30.00  5/27/2010   503696.154  6784000.780  297.548   0.061   0.045 2
980-K  2:32:00.00  5/27/2010   503696.150  6784000.772  297.551   0.061   0.045 2
981-K  2:32:30.00  5/27/2010   503696.144  6784000.768  297.529   0.061   0.045 2
982-K  2:33:00.00  5/27/2010   503696.141  6784000.758  297.555   0.062   0.045 2
983-K  2:33:30.00  5/27/2010   503696.142  6784000.762  297.552   0.062   0.046 2
984-K  2:34:00.00  5/27/2010   503696.142  6784000.758  297.528   0.062   0.046 2
985-K  2:34:30.00  5/27/2010   503696.137  6784000.756  297.547   0.062   0.046 2
986-K  2:35:00.00  5/27/2010   503696.131  6784000.759  297.533   0.063   0.047 2
987-K  2:35:30.00  5/27/2010   503696.127  6784000.749  297.545   0.063   0.047 2
988-K  2:36:00.00  5/27/2010   503696.126  6784000.752  297.538   0.063   0.048 2
989-K  2:36:30.00  5/27/2010   503696.121  6784000.751  297.509   0.064   0.048 2
990-K  2:37:00.00  5/27/2010   503696.117  6784000.746  297.529   0.064   0.049 2
991-K  2:37:30.00  5/27/2010   503696.113  6784000.742  297.538   0.065   0.050 2
992-K  2:38:00.00  5/27/2010   503696.110  6784000.734  297.538   0.066   0.051 2
993-K  2:38:30.00  5/27/2010   503696.108  6784000.736  297.520   0.067   0.054 2
994-K  2:39:00.00  5/27/2010   503696.100  6784000.726  297.548   0.071   0.060 2
995-K  2:39:30.00  5/27/2010   503696.092  6784000.722  297.535   0.072   0.060 2
996-K  2:40:00.00  5/27/2010   503696.085  6784000.721  297.552   0.072   0.061 2
997-K  2:40:30.00  5/27/2010   503696.076  6784000.710  297.542   0.068   0.056 2
998-K  2:41:00.00  5/27/2010   503696.062  6784000.704  297.540   0.073   0.063 2
999-K  2:41:30.00  5/27/2010   503696.058  6784000.700  297.554   0.073   0.064 2
1000-  2:42:00.00  5/27/2010   503696.052  6784000.702  297.546   0.073   0.064 2
1001-  2:42:30.00  5/27/2010   503696.042  6784000.687  297.586   0.074   0.065 2
1002-  2:43:00.00  5/27/2010   503696.044  6784000.690  297.542   0.070   0.059 2
1003-  2:43:30.00  5/27/2010   503696.027  6784000.682  297.567   0.075   0.066 2
1004-  2:44:00.00  5/27/2010   503696.019  6784000.682  297.577   0.075   0.068 2
1005-  2:44:30.00  5/27/2010   503696.013  6784000.672  297.574   0.076   0.069 2
1006-  2:45:00.00  5/27/2010   503696.003  6784000.664  297.583   0.076   0.069 2
1007-  2:45:30.00  5/27/2010   503695.996  6784000.655  297.568   0.077   0.070 2
1008-  2:46:00.00  5/27/2010   503695.990  6784000.657  297.564   0.077   0.071 2
1009-  2:46:30.00  5/27/2010   503695.988  6784000.652  297.549   0.078   0.072 2
1010-  2:47:00.00  5/27/2010   503695.983  6784000.647  297.558   0.078   0.073 2
1011-  2:47:30.00  5/27/2010   503695.977  6784000.639  297.568   0.079   0.074 2
1012-  2:48:00.00  5/27/2010   503695.970  6784000.634  297.553   0.079   0.075 2
1013-  2:48:30.00  5/27/2010   503695.965  6784000.634  297.571   0.080   0.076 2
1014-  2:49:00.00  5/27/2010   503695.962  6784000.626  297.576   0.080   0.078 2
1015-  2:49:30.00  5/27/2010   503695.949  6784000.622  297.572   0.081   0.079 2
1016-  2:50:00.00  5/27/2010   503695.945  6784000.617  297.610   0.081   0.080 2
1017-  2:50:30.00  5/27/2010   503695.943  6784000.615  297.593   0.082   0.081 2
1018-  2:51:00.00  5/27/2010   503695.939  6784000.612  297.561   0.082   0.082 2
1019-  2:51:30.00  5/27/2010   503695.939  6784000.610  297.592   0.083   0.084 2
1020-  2:52:00.00  5/27/2010   503695.932  6784000.603  297.582   0.083   0.085 2
1021-  2:52:30.00  5/27/2010   503695.931  6784000.597  297.579   0.084   0.086 2
1022-  2:53:00.00  5/27/2010   503695.935  6784000.594  297.585   0.084   0.087 2
1023-  2:53:30.00  5/27/2010   503695.932  6784000.596  297.582   0.084   0.089 2
1024-  2:54:00.00  5/27/2010   503695.932  6784000.594  297.571   0.085   0.090 2
1025-  2:54:30.00  5/27/2010   503695.931  6784000.587  297.577   0.085   0.091 2
1026-  2:55:00.00  5/27/2010   503695.933  6784000.581  297.579   0.086   0.093 2
1027-  2:55:30.00  5/27/2010   503695.942  6784000.576  297.584   0.086   0.094 2
1028-  2:56:00.00  5/27/2010   503695.941  6784000.573  297.589   0.087   0.096 2
1029-  2:56:30.00  5/27/2010   503695.943  6784000.573  297.579   0.087   0.097 2
1030-  2:57:00.00  5/27/2010   503695.943  6784000.566  297.569   0.087   0.098 2
1031-  2:57:30.00  5/27/2010   503695.952  6784000.561  297.607   0.088   0.100 2
1032-  2:58:00.00  5/27/2010   503695.957  6784000.552  297.594   0.079   0.086 2
1033-  2:58:30.00  5/27/2010   503695.978  6784000.547  297.580   0.091   0.099 3
1034-  2:59:00.00  5/27/2010   503695.977  6784000.545  297.636   0.088   0.104 2
1035-  2:59:30.00  5/27/2010   503695.981  6784000.546  297.603   0.089   0.105 2
1036-  3:00:00.00  5/27/2010   503695.978  6784000.543  297.589   0.089   0.106 2
1037-  3:00:30.00  5/27/2010   503695.987  6784000.539  297.631   0.089   0.107 2
1038-  3:01:00.00  5/27/2010   503695.984  6784000.541  297.602   0.089   0.109 2
1039-  3:01:30.00  5/27/2010   503695.988  6784000.534  297.612   0.089   0.110 2
1040-  3:02:00.00  5/27/2010   503695.989  6784000.530  297.631   0.089   0.110 2
1041-  3:02:30.00  5/27/2010   503695.992  6784000.529  297.646   0.089   0.111 2
1042-  3:03:00.00  5/27/2010   503695.991  6784000.523  297.604   0.089   0.112 2
1043-  3:03:30.00  5/27/2010   503695.989  6784000.523  297.627   0.089   0.113 2
1044-  3:04:00.00  5/27/2010   503695.990  6784000.518  297.629   0.089   0.113 2
1045-  3:04:30.00  5/27/2010   503695.990  6784000.509  297.658   0.089   0.114 2
1046-  3:05:00.00  5/27/2010   503695.997  6784000.508  297.666   0.089   0.114 2
1047-  3:05:30.00  5/27/2010   503695.999  6784000.510  297.668   0.088   0.114 2
1048-  3:06:00.00  5/27/2010   503695.995  6784000.507  297.637   0.088   0.114 2
1049-  3:06:30.00  5/27/2010   503695.994  6784000.498  297.634   0.088   0.114 2
1050-  3:07:00.00  5/27/2010   503695.991  6784000.494  297.715   0.087   0.114 2
1051-  3:07:30.00  5/27/2010   503695.985  6784000.504  297.662   0.087   0.113 2
1052-  3:08:00.00  5/27/2010   503695.984  6784000.497  297.630   0.087   0.113 3
1053-  3:08:30.00  5/27/2010   503695.984  6784000.497  297.663   0.086   0.112 2
1054-  3:09:00.00  5/27/2010   503695.988  6784000.501  297.657   0.086   0.112 3
1055-  3:09:30.00  5/27/2010   503695.983  6784000.497  297.663   0.085   0.111 2
1056-  3:10:00.00  5/27/2010   503695.986  6784000.487  297.704   0.085   0.110 3
1057-  3:10:30.00  5/27/2010   503695.984  6784000.492  297.686   0.084   0.109 3
1058-  3:11:00.00  5/27/2010   503695.976  6784000.500  297.641   0.084   0.108 3
1059-  3:11:30.00  5/27/2010   503695.975  6784000.493  297.678   0.083   0.107 2
1060-  3:12:00.00  5/27/2010   503695.981  6784000.489  297.702   0.083   0.106 2
1061-  3:12:30.00  5/27/2010   503695.981  6784000.488  297.703   0.082   0.105 2
1062-  3:13:00.00  5/27/2010   503695.972  6784000.493  297.647   0.082   0.103 2
1063-  3:13:30.00  5/27/2010   503695.978  6784000.487  297.663   0.081   0.102 2
1064-  3:14:00.00  5/27/2010   503695.976  6784000.483  297.678   0.081   0.101 2
1065-  3:14:30.00  5/27/2010   503695.985  6784000.474  297.725   0.080   0.100 2
1066-  3:15:00.00  5/27/2010   503695.979  6784000.476  297.692   0.080   0.099 2
1067-  3:15:30.00  5/27/2010   503695.977  6784000.473  297.686   0.079   0.097 2
1068-  3:16:00.00  5/27/2010   503695.974  6784000.474  297.689   0.079   0.096 2
1069-  3:16:30.00  5/27/2010   503695.973  6784000.477  297.699   0.078   0.095 2
1070-  3:17:00.00  5/27/2010   503695.967  6784000.481  297.684   0.077   0.094 2
1071-  3:17:30.00  5/27/2010   503695.963  6784000.478  297.683   0.077   0.093 2
1072-  3:18:00.00  5/27/2010   503695.960  6784000.469  297.664   0.076   0.092 2
1073-  3:18:30.00  5/27/2010   503695.957  6784000.473  297.671   0.076   0.090 2
1074-  3:19:00.00  5/27/2010   503695.953  6784000.476  297.669   0.075   0.089 2
1075-  3:19:30.00  5/27/2010   503695.949  6784000.484  297.623   0.075   0.088 2
1076-  3:20:00.00  5/27/2010   503695.949  6784000.474  297.655   0.075   0.087 2
1077-  3:20:30.00  5/27/2010   503695.946  6784000.472  297.612   0.074   0.086 2
1078-  3:21:00.00  5/27/2010   503695.949  6784000.467  297.630   0.074   0.085 2
1079-  3:21:30.00  5/27/2010   503695.942  6784000.472  297.632   0.073   0.084 2
1080-  3:22:00.00  5/27/2010   503695.938  6784000.468  297.625   0.073   0.084 2
1081-  3:22:30.00  5/27/2010   503695.936  6784000.466  297.629   0.072   0.083 2
1082-  3:23:00.00  5/27/2010   503695.929  6784000.469  297.613   0.072   0.082 2
1083-  3:23:30.00  5/27/2010   503695.924  6784000.474  297.575   0.072   0.081 2
1084-  3:24:00.00  5/27/2010   503695.921  6784000.476  297.579   0.071   0.080 2
1085-  3:24:30.00  5/27/2010   503695.919  6784000.469  297.609   0.071   0.079 2
1086-  3:25:00.00  5/27/2010   503695.917  6784000.471  297.616   0.070   0.079 2
1087-  3:25:30.00  5/27/2010   503695.915  6784000.473  297.619   0.070   0.078 2
1088-  3:26:00.00  5/27/2010   503695.910  6784000.468  297.594   0.070   0.077 2
1089-  3:26:30.00  5/27/2010   503695.907  6784000.461  297.614   0.069   0.077 2
1090-  3:27:00.00  5/27/2010   503695.902  6784000.460  297.605   0.069   0.076 2
1091-  3:27:30.00  5/27/2010   503695.898  6784000.455  297.602   0.069   0.075 2
1092-  3:28:00.00  5/27/2010   503695.890  6784000.456  297.609   0.068   0.075 2
1093-  3:28:30.00  5/27/2010   503695.886  6784000.459  297.590   0.068   0.074 2
1094-  3:29:00.00  5/27/2010   503695.882  6784000.462  297.583   0.068   0.074 2
1095-  3:29:30.00  5/27/2010   503695.873  6784000.462  297.571   0.068   0.073 2
1096-  3:30:00.00  5/27/2010   503695.867  6784000.465  297.566   0.067   0.073 2
1097-  3:30:30.00  5/27/2010   503695.853  6784000.467  297.563   0.067   0.072 2
1098-  3:31:00.00  5/27/2010   503695.849  6784000.469  297.549   0.067   0.072 2
1099-  3:31:30.00  5/27/2010   503695.843  6784000.468  297.551   0.066   0.071 2
1100-  3:32:00.00  5/27/2010   503695.834  6784000.473  297.552   0.066   0.071 2
1101-  3:32:30.00  5/27/2010   503695.823  6784000.473  297.545   0.066   0.070 2
1102-  3:33:00.00  5/27/2010   503695.818  6784000.464  297.550   0.066   0.070 2
1103-  3:33:30.00  5/27/2010   503695.812  6784000.459  297.555   0.065   0.069 2
1104-  3:34:00.00  5/27/2010   503695.805  6784000.462  297.551   0.065   0.069 2
1105-  3:34:30.00  5/27/2010   503695.794  6784000.461  297.547   0.065   0.069 2
1106-  3:35:00.00  5/27/2010   503695.782  6784000.471  297.536   0.065   0.068 2
1107-  3:35:30.00  5/27/2010   503695.771  6784000.472  297.526   0.064   0.068 2
1108-  3:36:00.00  5/27/2010   503695.768  6784000.465  297.548   0.064   0.067 2
1109-  3:36:30.00  5/27/2010   503695.756  6784000.472  297.514   0.064   0.067 2
1110-  3:37:00.00  5/27/2010   503695.749  6784000.477  297.495   0.064   0.067 2
1111-  3:37:30.00  5/27/2010   503695.739  6784000.481  297.496   0.064   0.066 2
1112-  3:38:00.00  5/27/2010   503695.729  6784000.479  297.501   0.063   0.066 2
1113-  3:38:30.00  5/27/2010   503695.721  6784000.482  297.486   0.063   0.066 2
1114-  3:39:00.00  5/27/2010   503695.716  6784000.476  297.492   0.063   0.065 2
1115-  3:39:30.00  5/27/2010   503695.707  6784000.471  297.491   0.063   0.065 2
1116-  3:40:00.00  5/27/2010   503695.696  6784000.479  297.475   0.063   0.065 2
1117-  3:40:30.00  5/27/2010   503695.690  6784000.488  297.458   0.062   0.064 2
1118-  3:41:00.00  5/27/2010   503695.686  6784000.473  297.459   0.062   0.064 2
1119-  3:41:30.00  5/27/2010   503695.680  6784000.476  297.457   0.062   0.064 2
1120-  3:42:00.00  5/27/2010   503695.681  6784000.474  297.465   0.062   0.064 2
1121-  3:42:30.00  5/27/2010   503695.671  6784000.474  297.449   0.062   0.063 2
1122-  3:43:00.00  5/27/2010   503695.667  6784000.474  297.435   0.062   0.063 2
1123-  3:43:30.00  5/27/2010   503695.657  6784000.474  297.434   0.061   0.063 2
1124-  3:44:00.00  5/27/2010   503695.653  6784000.477  297.426   0.061   0.062 2
1125-  3:44:30.00  5/27/2010   503695.653  6784000.464  297.428   0.061   0.062 2
1126-  3:45:00.00  5/27/2010   503695.647  6784000.456  297.437   0.061   0.062 2
1127-  3:45:30.00  5/27/2010   503695.642  6784000.453  297.437   0.061   0.062 2
1128-  3:46:00.00  5/27/2010   503695.638  6784000.459  297.428   0.061   0.061 2
1129-  3:46:30.00  5/27/2010   503695.632  6784000.457  297.432   0.061   0.061 2
1130-  3:47:00.00  5/27/2010   503695.626  6784000.451  297.433   0.061   0.061 2
1131-  3:47:30.00  5/27/2010   503695.625  6784000.455  297.425   0.061   0.061 2
1132-  3:48:00.00  5/27/2010   503695.616  6784000.452  297.428   0.061   0.061 2
1133-  3:48:30.00  5/27/2010   503695.611  6784000.447  297.427   0.061   0.060 2
1134-  3:49:00.00  5/27/2010   503695.619  6784000.438  297.426   0.059   0.055 2
1135-  3:49:30.00  5/27/2010   503695.611  6784000.436  297.417   0.058   0.052 2
1136-  3:50:00.00  5/27/2010   503695.597  6784000.442  297.415   0.058   0.051 2
1137-  3:50:30.00  5/27/2010   503695.589  6784000.439  297.418   0.058   0.051 2
1138-  3:51:00.00  5/27/2010   503695.577  6784000.436  297.403   0.058   0.051 2
1139-  3:51:30.00  5/27/2010   503695.574  6784000.434  297.400   0.058   0.050 2
1140-  3:52:00.00  5/27/2010   503695.570  6784000.435  297.399   0.058   0.050 2
1141-  3:52:30.00  5/27/2010   503695.564  6784000.435  297.399   0.057   0.050 2
1142-  3:53:00.00  5/27/2010   503695.560  6784000.436  297.401   0.057   0.050 2
1143-  3:53:30.00  5/27/2010   503695.553  6784000.436  297.386   0.057   0.050 2
1144-  3:54:00.00  5/27/2010   503695.548  6784000.432  297.389   0.057   0.050 2
1145-  3:54:30.00  5/27/2010   503695.548  6784000.440  297.384   0.057   0.050 2
1146-  3:55:00.00  5/27/2010   503695.545  6784000.422  297.393   0.057   0.050 2
1147-  3:55:30.00  5/27/2010   503695.538  6784000.430  297.396   0.057   0.050 2
1148-  3:56:00.00  5/27/2010   503695.537  6784000.431  297.393   0.056   0.049 2
1149-  3:56:30.00  5/27/2010   503695.536  6784000.428  297.389   0.056   0.049 2
1150-  3:57:00.00  5/27/2010   503695.531  6784000.424  297.393   0.056   0.049 2
1151-  3:57:30.00  5/27/2010   503695.535  6784000.417  297.403   0.056   0.049 2
1152-  3:58:00.00  5/27/2010   503695.527  6784000.414  297.402   0.056   0.049 2
1153-  3:58:30.00  5/27/2010   503695.525  6784000.415  297.398   0.056   0.049 2
1154-  3:59:00.00  5/27/2010   503695.524  6784000.421  297.401   0.055   0.049 2
1155-  3:59:30.00  5/27/2010   503695.514  6784000.417  297.403   0.055   0.049 2
