
Project:     S1R3 a
Program:     GrafNav Lite Version 8.20.0522
Profile:     UTM
Source:      GPS Epochs(Combined)
ProcessInfo: Run (1) by Unknown on 10/20/2010 at 11:47:37

Datum:       WGS84, (processing datum)
Master 1:    Name S1Base 3, Status ENABLED
             Antenna height 0.000 m, to L1-PC (Generic)
             Position 61 06 47.93987, -147 01 37.74559, 661.105 m (WGS84, Ellipsoidal hgt)
Remote:      Antenna height 0.000 m, to L1-PC (Generic)

Map projection Info:
  UTM Zone:    6
SD/Covariance Scaling Settings:
  Position: No scaling (1-sigma)
  Velocity: No scaling (1-sigma)
  Increase SD on kinematic float: No

Stati     GPSTime       Date      Easting     Northing    H-Ell SDHoriz SDHeigh Q
            (HMS)      (MDY)          (m)          (m)      (m)     (m)     (m)  
340-K 20:27:30.00  5/18/2010   507487.047  6786622.105  422.684   0.024   0.038 2
341-K 20:28:00.00  5/18/2010   507487.044  6786622.101  422.683   0.024   0.038 2
342-K 20:28:30.00  5/18/2010   507487.044  6786622.102  422.685   0.024   0.038 2
343-K 20:29:00.00  5/18/2010   507487.041  6786622.100  422.681   0.024   0.038 2
344-K 20:29:30.00  5/18/2010   507487.041  6786622.098  422.687   0.024   0.038 2
345-K 20:30:00.00  5/18/2010   507487.037  6786622.098  422.685   0.024   0.038 2
346-K 20:30:30.00  5/18/2010   507487.037  6786622.091  422.675   0.024   0.038 2
347-K 20:31:00.00  5/18/2010   507487.038  6786622.094  422.692   0.024   0.038 2
348-K 20:31:30.00  5/18/2010   507487.038  6786622.090  422.683   0.024   0.038 2
349-K 20:32:00.00  5/18/2010   507487.035  6786622.091  422.684   0.024   0.037 2
350-K 20:32:30.00  5/18/2010   507487.035  6786622.090  422.692   0.024   0.037 2
351-K 20:33:00.00  5/18/2010   507487.037  6786622.090  422.698   0.024   0.037 2
352-K 20:33:30.00  5/18/2010   507487.036  6786622.091  422.697   0.024   0.037 2
353-K 20:34:00.00  5/18/2010   507487.034  6786622.088  422.690   0.024   0.037 2
354-K 20:34:30.00  5/18/2010   507487.033  6786622.081  422.683   0.024   0.037 2
355-K 20:35:00.00  5/18/2010   507487.032  6786622.074  422.668   0.024   0.038 2
356-K 20:35:30.00  5/18/2010   507487.030  6786622.070  422.688   0.026   0.039 2
357-K 20:36:00.00  5/18/2010   507487.030  6786622.077  422.678   0.026   0.041 2
358-K 20:36:30.00  5/18/2010   507487.027  6786622.077  422.674   0.026   0.041 2
359-K 20:37:00.00  5/18/2010   507487.026  6786622.080  422.687   0.026   0.041 2
360-K 20:37:30.00  5/18/2010   507487.025  6786622.077  422.681   0.026   0.041 2
361-K 20:38:00.00  5/18/2010   507487.023  6786622.078  422.682   0.026   0.041 2
362-K 20:38:30.00  5/18/2010   507487.022  6786622.073  422.674   0.026   0.040 2
363-K 20:39:00.00  5/18/2010   507487.022  6786622.074  422.677   0.026   0.040 2
364-K 20:39:30.00  5/18/2010   507487.023  6786622.077  422.683   0.026   0.040 2
365-K 20:40:00.00  5/18/2010   507487.020  6786622.072  422.672   0.026   0.040 2
366-K 20:40:30.00  5/18/2010   507487.021  6786622.076  422.677   0.026   0.040 2
367-K 20:41:00.00  5/18/2010   507487.018  6786622.076  422.679   0.026   0.039 2
368-K 20:41:30.00  5/18/2010   507487.019  6786622.073  422.674   0.026   0.039 2
369-K 20:42:00.00  5/18/2010   507487.017  6786622.073  422.674   0.026   0.039 2
370-K 20:42:30.00  5/18/2010   507487.015  6786622.076  422.674   0.026   0.039 2
371-K 20:43:00.00  5/18/2010   507487.014  6786622.073  422.676   0.026   0.039 2
372-K 20:43:30.00  5/18/2010   507487.014  6786622.069  422.668   0.026   0.038 2
373-K 20:44:00.00  5/18/2010   507487.012  6786622.068  422.668   0.025   0.038 2
374-K 20:44:30.00  5/18/2010   507487.013  6786622.069  422.671   0.025   0.038 2
375-K 20:45:00.00  5/18/2010   507487.012  6786622.065  422.669   0.025   0.038 2
376-K 20:45:30.00  5/18/2010   507487.011  6786622.062  422.669   0.025   0.038 2
377-K 20:46:00.00  5/18/2010   507487.010  6786622.063  422.671   0.025   0.037 2
378-K 20:46:30.00  5/18/2010   507487.009  6786622.063  422.675   0.025   0.037 2
379-K 20:47:00.00  5/18/2010   507487.010  6786622.062  422.674   0.025   0.037 2
380-K 20:47:30.00  5/18/2010   507487.007  6786622.058  422.666   0.025   0.037 2
381-K 20:48:00.00  5/18/2010   507487.009  6786622.056  422.671   0.025   0.036 2
382-K 20:48:30.00  5/18/2010   507487.008  6786622.060  422.677   0.025   0.036 2
383-K 20:49:00.00  5/18/2010   507487.007  6786622.053  422.676   0.025   0.036 2
384-K 20:49:30.00  5/18/2010   507487.005  6786622.057  422.677   0.025   0.036 2
385-K 20:50:00.00  5/18/2010   507487.005  6786622.055  422.678   0.025   0.035 2
386-K 20:50:30.00  5/18/2010   507487.002  6786622.054  422.678   0.025   0.035 2
387-K 20:51:00.00  5/18/2010   507487.004  6786622.055  422.682   0.024   0.035 2
388-K 20:51:30.00  5/18/2010   507486.999  6786622.054  422.673   0.024   0.035 2
389-K 20:52:00.00  5/18/2010   507486.997  6786622.051  422.671   0.021   0.028 2
390-K 20:52:30.00  5/18/2010   507486.999  6786622.049  422.673   0.021   0.027 2
391-K 20:53:00.00  5/18/2010   507486.996  6786622.047  422.672   0.020   0.027 2
392-K 20:53:30.00  5/18/2010   507486.995  6786622.045  422.672   0.020   0.026 2
393-K 20:54:00.00  5/18/2010   507486.995  6786622.044  422.673   0.020   0.026 2
394-K 20:54:30.00  5/18/2010   507486.993  6786622.044  422.672   0.020   0.026 2
395-K 20:55:00.00  5/18/2010   507486.991  6786622.041  422.666   0.020   0.026 2
396-K 20:55:30.00  5/18/2010   507486.988  6786622.042  422.668   0.020   0.026 2
397-K 20:56:00.00  5/18/2010   507486.989  6786622.043  422.670   0.020   0.025 2
398-K 20:56:30.00  5/18/2010   507486.988  6786622.041  422.674   0.020   0.025 2
399-K 20:57:00.00  5/18/2010   507486.988  6786622.040  422.681   0.020   0.025 2
400-K 20:57:30.00  5/18/2010   507486.989  6786622.038  422.683   0.020   0.025 2
401-K 20:58:00.00  5/18/2010   507486.987  6786622.040  422.677   0.020   0.025 2
402-K 20:58:30.00  5/18/2010   507486.985  6786622.040  422.679   0.019   0.025 2
403-K 20:59:00.00  5/18/2010   507486.983  6786622.036  422.678   0.019   0.025 2
404-K 20:59:30.00  5/18/2010   507486.983  6786622.041  422.683   0.019   0.025 2
405-K 21:00:00.00  5/18/2010   507486.983  6786622.039  422.684   0.019   0.025 2
406-K 21:00:30.00  5/18/2010   507486.985  6786622.041  422.681   0.019   0.024 2
407-K 21:01:00.00  5/18/2010   507486.981  6786622.039  422.679   0.019   0.024 2
408-K 21:01:30.00  5/18/2010   507486.981  6786622.034  422.679   0.019   0.024 2
409-K 21:02:00.00  5/18/2010   507486.977  6786622.030  422.677   0.019   0.024 2
410-K 21:02:30.00  5/18/2010   507486.975  6786622.028  422.680   0.019   0.024 2
411-K 21:03:00.00  5/18/2010   507486.976  6786622.026  422.680   0.019   0.024 2
412-K 21:03:30.00  5/18/2010   507486.974  6786622.026  422.677   0.019   0.024 2
413-K 21:04:00.00  5/18/2010   507486.973  6786622.024  422.674   0.019   0.024 2
414-K 21:04:30.00  5/18/2010   507486.971  6786622.030  422.678   0.019   0.024 2
415-K 21:05:00.00  5/18/2010   507486.970  6786622.027  422.677   0.019   0.024 2
416-K 21:05:30.00  5/18/2010   507486.971  6786622.026  422.672   0.019   0.024 2
417-K 21:06:00.00  5/18/2010   507486.967  6786622.022  422.679   0.019   0.024 2
418-K 21:06:30.00  5/18/2010   507486.967  6786622.020  422.672   0.019   0.024 2
419-K 21:07:00.00  5/18/2010   507486.965  6786622.023  422.678   0.019   0.024 2
420-K 21:07:30.00  5/18/2010   507486.967  6786622.022  422.676   0.020   0.024 2
421-K 21:08:00.00  5/18/2010   507486.963  6786622.019  422.685   0.021   0.025 2
422-K 21:08:30.00  5/18/2010   507486.962  6786622.019  422.684   0.021   0.025 2
423-K 21:09:00.00  5/18/2010   507486.962  6786622.019  422.682   0.021   0.025 2
424-K 21:09:30.00  5/18/2010   507486.963  6786622.017  422.684   0.021   0.025 2
425-K 21:10:00.00  5/18/2010   507486.958  6786622.014  422.683   0.021   0.025 2
426-K 21:10:30.00  5/18/2010   507486.958  6786622.011  422.681   0.021   0.025 2
427-K 21:11:00.00  5/18/2010   507486.958  6786622.012  422.683   0.021   0.025 2
428-K 21:11:30.00  5/18/2010   507486.956  6786622.009  422.681   0.021   0.025 2
429-K 21:12:00.00  5/18/2010   507486.956  6786622.006  422.685   0.021   0.025 2
430-K 21:12:30.00  5/18/2010   507486.958  6786622.010  422.679   0.021   0.026 2
431-K 21:13:00.00  5/18/2010   507486.955  6786622.008  422.684   0.021   0.026 2
432-K 21:13:30.00  5/18/2010   507486.952  6786622.003  422.686   0.021   0.026 2
433-K 21:14:00.00  5/18/2010   507486.951  6786622.005  422.685   0.022   0.026 2
434-K 21:14:30.00  5/18/2010   507486.949  6786621.997  422.677   0.020   0.025 2
435-K 21:15:00.00  5/18/2010   507486.948  6786621.995  422.677   0.020   0.025 2
436-K 21:15:30.00  5/18/2010   507486.945  6786621.999  422.677   0.020   0.025 2
437-K 21:16:00.00  5/18/2010   507486.945  6786621.995  422.677   0.020   0.025 2
438-K 21:16:30.00  5/18/2010   507486.945  6786621.997  422.676   0.020   0.025 2
439-K 21:17:00.00  5/18/2010   507486.943  6786621.997  422.675   0.020   0.025 2
440-K 21:17:30.00  5/18/2010   507486.943  6786621.999  422.678   0.020   0.025 2
441-K 21:18:00.00  5/18/2010   507486.942  6786622.001  422.680   0.020   0.025 2
442-K 21:18:30.00  5/18/2010   507486.941  6786622.002  422.681   0.020   0.026 2
443-K 21:19:00.00  5/18/2010   507486.938  6786622.001  422.684   0.020   0.026 2
444-K 21:19:30.00  5/18/2010   507486.940  6786622.001  422.687   0.020   0.026 2
445-K 21:20:00.00  5/18/2010   507486.939  6786622.000  422.681   0.020   0.026 2
446-K 21:20:30.00  5/18/2010   507486.937  6786621.998  422.679   0.020   0.026 2
447-K 21:21:00.00  5/18/2010   507486.935  6786621.994  422.682   0.020   0.026 2
448-K 21:21:30.00  5/18/2010   507486.933  6786621.994  422.680   0.020   0.026 2
449-K 21:22:00.00  5/18/2010   507486.932  6786621.991  422.681   0.020   0.026 2
450-K 21:22:30.00  5/18/2010   507486.932  6786621.990  422.677   0.019   0.025 2
451-K 21:23:00.00  5/18/2010   507486.932  6786621.993  422.671   0.018   0.025 2
452-K 21:23:30.00  5/18/2010   507486.931  6786621.992  422.668   0.018   0.024 2
453-K 21:24:00.00  5/18/2010   507486.931  6786621.990  422.672   0.018   0.024 2
454-K 21:24:30.00  5/18/2010   507486.926  6786621.988  422.677   0.018   0.024 2
455-K 21:25:00.00  5/18/2010   507486.925  6786621.992  422.679   0.018   0.024 2
456-K 21:25:30.00  5/18/2010   507486.925  6786621.990  422.676   0.018   0.024 2
457-K 21:26:00.00  5/18/2010   507486.922  6786621.985  422.675   0.018   0.024 2
458-K 21:26:30.00  5/18/2010   507486.922  6786621.991  422.675   0.018   0.024 2
459-K 21:27:00.00  5/18/2010   507486.920  6786621.992  422.668   0.018   0.025 2
460-K 21:27:30.00  5/18/2010   507486.920  6786621.991  422.663   0.018   0.025 2
461-K 21:28:00.00  5/18/2010   507486.918  6786621.987  422.666   0.018   0.025 2
462-K 21:28:30.00  5/18/2010   507486.917  6786621.984  422.667   0.018   0.025 2
463-K 21:29:00.00  5/18/2010   507486.916  6786621.988  422.672   0.018   0.025 2
464-K 21:29:30.00  5/18/2010   507486.918  6786621.982  422.669   0.018   0.025 2
465-K 21:30:00.00  5/18/2010   507486.917  6786621.983  422.672   0.018   0.025 2
466-K 21:30:30.00  5/18/2010   507486.916  6786621.983  422.673   0.018   0.025 2
467-K 21:31:00.00  5/18/2010   507486.916  6786621.982  422.670   0.018   0.025 2
468-K 21:31:30.00  5/18/2010   507486.913  6786621.981  422.675   0.018   0.025 2
469-K 21:32:00.00  5/18/2010   507486.912  6786621.983  422.672   0.018   0.025 2
470-K 21:32:30.00  5/18/2010   507486.910  6786621.981  422.664   0.018   0.025 2
471-K 21:33:00.00  5/18/2010   507486.908  6786621.982  422.674   0.018   0.025 2
472-K 21:33:30.00  5/18/2010   507486.908  6786621.978  422.671   0.018   0.025 2
473-K 21:34:00.00  5/18/2010   507486.906  6786621.977  422.671   0.018   0.025 2
474-K 21:34:30.00  5/18/2010   507486.904  6786621.976  422.672   0.018   0.025 2
475-K 21:35:00.00  5/18/2010   507486.902  6786621.976  422.672   0.018   0.025 2
476-K 21:35:30.00  5/18/2010   507486.903  6786621.975  422.667   0.018   0.025 2
477-K 21:36:00.00  5/18/2010   507486.899  6786621.974  422.672   0.018   0.025 2
478-K 21:36:30.00  5/18/2010   507486.897  6786621.976  422.678   0.018   0.026 2
479-K 21:37:00.00  5/18/2010   507486.895  6786621.977  422.676   0.018   0.026 2
480-K 21:37:30.00  5/18/2010   507486.894  6786621.975  422.676   0.018   0.026 2
481-K 21:38:00.00  5/18/2010   507486.894  6786621.977  422.666   0.018   0.026 2
482-K 21:38:30.00  5/18/2010   507486.897  6786621.970  422.657   0.018   0.027 2
483-K 21:39:00.00  5/18/2010   507486.898  6786621.966  422.645   0.019   0.028 2
484-K 21:39:30.00  5/18/2010   507486.891  6786621.972  422.670   0.020   0.030 2
485-K 21:40:00.00  5/18/2010   507486.890  6786621.972  422.670   0.020   0.030 2
486-K 21:40:30.00  5/18/2010   507486.889  6786621.972  422.670   0.020   0.030 2
487-K 21:41:00.00  5/18/2010   507486.890  6786621.972  422.665   0.020   0.030 2
488-K 21:41:30.00  5/18/2010   507486.889  6786621.970  422.664   0.020   0.031 2
489-K 21:42:00.00  5/18/2010   507486.888  6786621.968  422.664   0.020   0.031 2
490-K 21:42:30.00  5/18/2010   507486.886  6786621.968  422.663   0.020   0.031 2
491-K 21:43:00.00  5/18/2010   507486.886  6786621.967  422.665   0.020   0.031 2
492-K 21:43:30.00  5/18/2010   507486.883  6786621.964  422.666   0.020   0.031 2
493-K 21:44:00.00  5/18/2010   507486.885  6786621.962  422.664   0.020   0.031 2
494-K 21:44:30.00  5/18/2010   507486.883  6786621.964  422.665   0.020   0.031 2
495-K 21:45:00.00  5/18/2010   507486.881  6786621.963  422.663   0.020   0.031 2
496-K 21:45:30.00  5/18/2010   507486.880  6786621.960  422.664   0.020   0.031 2
497-K 21:46:00.00  5/18/2010   507486.882  6786621.960  422.656   0.020   0.032 2
498-K 21:46:30.00  5/18/2010   507486.879  6786621.960  422.664   0.020   0.032 2
499-K 21:47:00.00  5/18/2010   507486.878  6786621.961  422.659   0.020   0.032 2
500-K 21:47:30.00  5/18/2010   507486.880  6786621.959  422.662   0.020   0.032 2
501-K 21:48:00.00  5/18/2010   507486.879  6786621.955  422.665   0.020   0.032 2
502-K 21:48:30.00  5/18/2010   507486.877  6786621.953  422.670   0.020   0.032 2
503-K 21:49:00.00  5/18/2010   507486.875  6786621.955  422.673   0.020   0.032 2
504-K 21:49:30.00  5/18/2010   507486.873  6786621.953  422.668   0.020   0.032 2
505-K 21:50:00.00  5/18/2010   507486.872  6786621.955  422.668   0.020   0.032 2
506-K 21:50:30.00  5/18/2010   507486.872  6786621.955  422.667   0.020   0.032 2
507-K 21:51:00.00  5/18/2010   507486.871  6786621.952  422.665   0.020   0.033 2
508-K 21:51:30.00  5/18/2010   507486.871  6786621.950  422.667   0.020   0.033 2
509-K 21:52:00.00  5/18/2010   507486.869  6786621.949  422.664   0.020   0.033 2
510-K 21:52:30.00  5/18/2010   507486.869  6786621.948  422.664   0.020   0.033 2
511-K 21:53:00.00  5/18/2010   507486.869  6786621.946  422.657   0.020   0.033 2
512-K 21:53:30.00  5/18/2010   507486.867  6786621.944  422.658   0.020   0.033 2
513-K 21:54:00.00  5/18/2010   507486.867  6786621.943  422.664   0.020   0.033 2
514-K 21:54:30.00  5/18/2010   507486.865  6786621.944  422.664   0.020   0.033 2
515-K 21:55:00.00  5/18/2010   507486.864  6786621.942  422.653   0.020   0.033 2
516-K 21:55:30.00  5/18/2010   507486.863  6786621.942  422.658   0.020   0.032 2
517-K 21:56:00.00  5/18/2010   507486.863  6786621.940  422.657   0.020   0.032 2
518-K 21:56:30.00  5/18/2010   507486.860  6786621.937  422.659   0.020   0.032 2
519-K 21:57:00.00  5/18/2010   507486.861  6786621.938  422.656   0.020   0.033 2
520-K 21:57:30.00  5/18/2010   507486.859  6786621.936  422.653   0.020   0.033 2
521-K 21:58:00.00  5/18/2010   507486.859  6786621.937  422.650   0.020   0.033 2
522-K 21:58:30.00  5/18/2010   507486.857  6786621.936  422.651   0.020   0.033 2
523-K 21:59:00.00  5/18/2010   507486.856  6786621.935  422.649   0.020   0.033 2
524-K 21:59:30.00  5/18/2010   507486.855  6786621.931  422.652   0.020   0.033 2
525-K 22:00:00.00  5/18/2010   507486.853  6786621.931  422.661   0.020   0.033 2
526-K 22:00:30.00  5/18/2010   507486.852  6786621.931  422.655   0.020   0.033 2
527-K 22:01:00.00  5/18/2010   507486.851  6786621.932  422.657   0.020   0.033 2
528-K 22:01:30.00  5/18/2010   507486.851  6786621.930  422.655   0.020   0.033 2
529-K 22:02:00.00  5/18/2010   507486.848  6786621.930  422.659   0.020   0.033 2
530-K 22:02:30.00  5/18/2010   507486.846  6786621.924  422.660   0.020   0.033 2
531-K 22:03:00.00  5/18/2010   507486.845  6786621.924  422.663   0.020   0.034 2
532-K 22:03:30.00  5/18/2010   507486.845  6786621.922  422.653   0.021   0.035 2
533-K 22:04:00.00  5/18/2010   507486.844  6786621.925  422.658   0.021   0.035 2
534-K 22:04:30.00  5/18/2010   507486.843  6786621.922  422.660   0.021   0.035 2
535-K 22:05:00.00  5/18/2010   507486.841  6786621.921  422.663   0.021   0.035 2
536-K 22:05:30.00  5/18/2010   507486.839  6786621.920  422.662   0.021   0.035 2
537-K 22:06:00.00  5/18/2010   507486.839  6786621.919  422.656   0.021   0.035 2
538-K 22:06:30.00  5/18/2010   507486.845  6786621.890  422.606   0.020   0.032 2
539-K 22:07:00.00  5/18/2010   507486.836  6786621.913  422.679   0.019   0.031 2
540-K 22:07:30.00  5/18/2010   507486.832  6786621.917  422.677   0.019   0.030 2
541-K 22:08:00.00  5/18/2010   507486.831  6786621.917  422.675   0.019   0.030 2
542-K 22:08:30.00  5/18/2010   507486.832  6786621.915  422.667   0.019   0.030 2
543-K 22:09:00.00  5/18/2010   507486.832  6786621.915  422.661   0.019   0.030 2
544-K 22:09:30.00  5/18/2010   507486.831  6786621.915  422.665   0.019   0.031 2
545-K 22:10:00.00  5/18/2010   507486.829  6786621.912  422.655   0.019   0.031 2
546-K 22:10:30.00  5/18/2010   507486.830  6786621.910  422.656   0.019   0.031 2
547-K 22:11:00.00  5/18/2010   507486.828  6786621.911  422.653   0.019   0.031 2
548-K 22:11:30.00  5/18/2010   507486.829  6786621.910  422.648   0.019   0.031 2
549-K 22:12:00.00  5/18/2010   507486.826  6786621.910  422.650   0.019   0.031 2
550-K 22:12:30.00  5/18/2010   507486.827  6786621.907  422.646   0.019   0.031 2
551-K 22:13:00.00  5/18/2010   507486.825  6786621.904  422.645   0.019   0.031 2
552-K 22:13:30.00  5/18/2010   507486.825  6786621.906  422.648   0.019   0.031 2
553-K 22:14:00.00  5/18/2010   507486.824  6786621.906  422.643   0.019   0.031 2
554-K 22:14:30.00  5/18/2010   507486.822  6786621.904  422.641   0.019   0.031 2
555-K 22:15:00.00  5/18/2010   507486.822  6786621.906  422.641   0.019   0.031 2
556-K 22:15:30.00  5/18/2010   507486.821  6786621.905  422.644   0.019   0.031 2
557-K 22:16:00.00  5/18/2010   507486.820  6786621.904  422.636   0.019   0.031 2
558-K 22:16:30.00  5/18/2010   507486.816  6786621.902  422.648   0.019   0.031 2
559-K 22:17:00.00  5/18/2010   507486.816  6786621.903  422.650   0.019   0.031 2
560-K 22:17:30.00  5/18/2010   507486.816  6786621.901  422.640   0.019   0.031 2
561-K 22:18:00.00  5/18/2010   507486.814  6786621.901  422.643   0.019   0.031 2
562-K 22:18:30.00  5/18/2010   507486.813  6786621.900  422.641   0.019   0.030 2
563-K 22:19:00.00  5/18/2010   507486.810  6786621.901  422.646   0.019   0.030 2
564-K 22:19:30.00  5/18/2010   507486.809  6786621.899  422.645   0.019   0.030 2
565-K 22:20:00.00  5/18/2010   507486.808  6786621.900  422.648   0.019   0.030 2
566-K 22:20:30.00  5/18/2010   507486.808  6786621.901  422.648   0.019   0.030 2
567-K 22:21:00.00  5/18/2010   507486.806  6786621.899  422.657   0.019   0.030 2
568-K 22:21:30.00  5/18/2010   507486.806  6786621.897  422.657   0.019   0.030 2
569-K 22:22:00.00  5/18/2010   507486.805  6786621.892  422.652   0.019   0.030 2
570-K 22:22:30.00  5/18/2010   507486.803  6786621.892  422.658   0.019   0.030 2
571-K 22:23:00.00  5/18/2010   507486.801  6786621.887  422.657   0.019   0.030 2
572-K 22:23:30.00  5/18/2010   507486.801  6786621.884  422.653   0.019   0.030 2
573-K 22:24:00.00  5/18/2010   507486.799  6786621.885  422.652   0.019   0.030 2
574-K 22:24:30.00  5/18/2010   507486.796  6786621.883  422.658   0.019   0.030 2
575-K 22:25:00.00  5/18/2010   507486.798  6786621.880  422.654   0.019   0.030 2
576-K 22:25:30.00  5/18/2010   507486.798  6786621.881  422.648   0.019   0.030 2
577-K 22:26:00.00  5/18/2010   507486.793  6786621.878  422.655   0.019   0.030 2
578-K 22:26:30.00  5/18/2010   507486.792  6786621.876  422.657   0.019   0.030 2
579-K 22:27:00.00  5/18/2010   507486.792  6786621.877  422.656   0.019   0.030 2
580-K 22:27:30.00  5/18/2010   507486.791  6786621.874  422.651   0.019   0.030 2
581-K 22:28:00.00  5/18/2010   507486.790  6786621.876  422.651   0.019   0.030 2
582-K 22:28:30.00  5/18/2010   507486.790  6786621.874  422.650   0.019   0.030 2
