t,value,sequence
1986-04-08T23:27:27Z,12.406634703783,41
1986-04-09T00:01:10Z,12.489588960617,41
1986-04-09T00:28:14Z,12.6057967943757,41
1986-04-09T01:11:01Z,12.6998315301406,41
1986-04-09T01:40:12Z,12.7634715884326,41
1986-04-09T02:25:09Z,12.7966426283119,41
1986-04-09T03:03:12Z,12.782759192438,41
1986-04-09T03:45:55Z,12.7190947705187,41
1986-04-09T04:12:45Z,12.6360549424492,41
1986-04-09T04:46:20Z,12.5447813083995,41
1986-04-09T05:06:30Z,12.4783368795276,41
1986-04-09T05:22:05Z,12.4092371111122,41
1986-04-09T05:44:28Z,12.3428569777735,41
1986-04-09T05:55:41Z,12.2874347504991,42
1986-04-09T06:06:52Z,12.2432255165137,42
1986-04-09T06:13:35Z,12.2100369669394,42
1986-04-09T06:27:01Z,12.154613990119,43
1986-04-09T06:38:09Z,12.1104698187589,43
1986-04-09T07:02:47Z,12.0330704142804,43
1986-04-09T07:27:27Z,11.9305861577721,43
1986-04-09T07:58:42Z,11.8421653368825,43
1986-04-09T08:34:38Z,11.7977532423543,43
1986-04-09T09:15:02Z,11.8088881460593,43
1986-04-09T09:51:00Z,11.8697389194496,43
1986-04-09T10:04:29Z,11.9361068977508,43
1986-04-09T10:33:45Z,12.0384434506732,43
1986-04-09T10:33:47Z,12.0744817432115,43
1986-04-09T10:38:21Z,12.1269815429584,44
1986-04-09T10:51:49Z,12.1656728402158,44
1986-04-09T11:03:07Z,12.2016422681155,44
1986-04-09T11:36:52Z,12.3205053910546,45
1986-04-09T11:43:40Z,12.3814954790004,45
1986-04-09T12:08:21Z,12.4450076280457,45
1986-04-09T12:35:19Z,12.505926498617,45
1986-04-09T12:57:50Z,12.5446147256783,45
1986-04-09T13:22:31Z,12.5750700362265,45
1986-04-09T13:47:14Z,12.6026739651632,45
1986-04-09T14:14:12Z,12.6055168541949,45
1986-04-09T14:52:22Z,12.588910781323,45
1986-04-09T15:28:12Z,12.5501377325722,45
1986-04-09T16:06:21Z,12.5112995170982,45
1986-04-09T16:44:26Z,12.4560626585832,45
1986-04-09T17:18:02Z,12.3951232620384,45
1986-04-09T17:58:21Z,12.3093569270483,45
1986-04-09T18:34:15Z,12.2319537028277,45
1986-04-09T19:16:47Z,12.1489085557412,45
1986-04-09T19:59:20Z,12.0742900650458,45
1986-04-09T20:35:15Z,12.0133498831318,45
1986-04-09T21:26:46Z,11.9634879667854,45
1986-04-09T22:29:40Z,11.9219838061855,45
1986-04-09T23:27:56Z,11.8860551815645,45
1986-04-10T00:24:07Z,11.8833141995047,45
